Feature ID,Taxon,Confidence
0219070d4ea3f53d49f04305886b6ad5,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;,0.9999999558556577
02231b51dcc863abbf3fcd696d14eac0,Eukaryota;Opisthokonta;Opisthokonta_X;Opisthokonta_XX;Opisthokonta_XXX;Opisthokonta_XXXX;Opisthokonta_XXXXX;Opisthokonta_XXXXX_sp.;,0.999999993470226
0223af4ebae7a74d94eab21304bfd6c0,Eukaryota,0.9999999999999972
02247ac6996ffa9c7b3c108686505821,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;,0.9999995671288189
022adc3934a85ce777a9101fa82dad4f,Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa,0.9999999929008436
023257839b3488c4f71805ac33d7cbe0,Eukaryota;Opisthokonta;Metazoa,0.7631646160601367
023677fc906132c0f1b66d45dd75b7fd,Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;,0.9999996687210435
0240d590c71647d5a3c29de24608189a,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;,0.9999999641316613
024349072266c13b3626951f1eb16d54,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Hemiaulus;Hemiaulus_sinensis;,0.8287510891081492
024f2e960676cb0698a5beed9fcd85ac,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate,0.9999547183335015
02565f775a6d332a0a47b1427d158486,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16_X;Dino-Group-II-Clade-16_X_sp.;,0.9998503294549059
026134b13ec6edca896ad08836a33366,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-26;Dino-Group-II-Clade-26_X;Dino-Group-II-Clade-26_X_sp.;,0.9999993788233834
02621b3377246cfd9e0b4d9b96046256,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chlroropicon_A6_sp.;,0.9995757444427033
026cad9d05388d3a3bc3eec7eb95fc19,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;,0.9999999655290145
02717604770d8a630b6afa1e891a4c19,Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;,0.9999993235827006
027a26291bbd4026bec2129a59af3280,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,0.9999992719541015
027d4fbf2042515f82cbe42a7657d893,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;,0.835313173513204
028610dd19289f48de7c5dcff154f7a7,Eukaryota;Stramenopiles;Ochrophyta;MOCH-5;MOCH-5_X;MOCH-5_XX;MOCH-5_XXX;MOCH-5_XXX_sp.;,0.999999839938495
02904d843f50048639e0d1a2af8d1744,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;,0.7612679246921061
0290b783c40973f65bb920fadb9d7ea2,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;,0.9999995025676285
02a367be8db68e4a4847f67241671a83,Eukaryota,1.0000000000000153
02a70621c73ab6625bac1ae247b70250,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-40;Dino-Group-II-Clade-40_X;Dino-Group-II-Clade-40_X_sp.;,0.9783290511461563
02acac14caed3a5627148c7ca7af179a,Eukaryota;Rhizaria;Radiolaria;RAD-C;RAD-C_X;RAD-C_XX;RAD-C_XXX;RAD-C_XXX_sp.;,0.9999999999998579
02ae4b118bce283b0860a18b6a2b726a,Eukaryota;Opisthokonta,0.7385960573586495
02b0b09970e57e96b2c3d63c1873897c,Eukaryota,0.9999999999999908
02baeaad37a88a14c411a9bdfd4e43a8,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;,0.9991645008721436
02bd3ceade170f2c66c34043e1aecaa3,Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3E;MAST-3E_X;MAST-3E_XX;MAST-3E_XX_sp.;,0.9999999932430796
02cced36cff31dc577e6fb07fbd8a991,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;,0.9998932122537081
02cda4c9c1b1547287dff8821a075bf5,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae,0.9999999540440702
02cfc102d1daac1bf86c5f12d8652d24,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia_sp.;,0.9894168976077482
02e3cfef0c932e5095005472d2638c06,Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;,0.9994056416052125
